TEMP,DRUCK,SPEZ_VOL0,SPEZ_VOL1,ENTHA0,ENTHA1,ENTRO0,ENTRO1,WAERME_KAP0,WAERME_KAP1,ETA0,ETA1,LAMBDA0,LAMBDA1,SIGMA
21.747,541000,0.0011018,0.059636,237.89,521.15,1.1324,2.0929,1.7845,1.2297,0.00016856,0.000010173,0.09946,0.014449,0.010174
22.05,546000,0.0011027,0.059097,238.43,521.33,1.1342,2.0925,1.786,1.2319,0.00016801,0.000010185,0.099331,0.014486,0.010133
22.352,551000,0.0011036,0.058567,238.97,521.52,1.136,2.0922,1.7874,1.234,0.00016747,0.000010196,0.099202,0.014523,0.010092
22.651,556000,0.0011045,0.058046,239.51,521.7,1.1378,2.0918,1.7888,1.2362,0.00016693,0.000010208,0.099074,0.01456,0.010051
22.949,561000,0.0011054,0.057534,240.04,521.87,1.1396,2.0914,1.7902,1.2384,0.0001664,0.000010219,0.098948,0.014597,0.010011
23.244,566000,0.0011063,0.057031,240.57,522.05,1.1414,2.091,1.7916,1.2405,0.00016587,0.000010231,0.098822,0.014633,0.0099709
23.538,571000,0.0011072,0.056536,241.1,522.22,1.1431,2.0907,1.793,1.2427,0.00016535,0.000010242,0.098697,0.01467,0.0099312
23.829,576000,0.0011081,0.05605,241.62,522.4,1.1449,2.0903,1.7944,1.2448,0.00016484,0.000010253,0.098573,0.014706,0.0098918
24.119,581000,0.001109,0.055572,242.14,522.57,1.1466,2.0899,1.7958,1.247,0.00016433,0.000010265,0.09845,0.014742,0.0098527
24.407,586000,0.0011099,0.055101,242.66,522.74,1.1483,2.0896,1.7972,1.2491,0.00016382,0.000010276,0.098328,0.014778,0.0098139
24.693,591000,0.0011108,0.054638,243.17,522.91,1.15,2.0892,1.7986,1.2513,0.00016332,0.000010287,0.098207,0.014814,0.0097754
24.977,596000,0.0011117,0.054183,243.69,523.07,1.1517,2.0889,1.8,1.2534,0.00016282,0.000010298,0.098087,0.014849,0.0097371
25.259,601000,0.0011126,0.053735,244.2,523.24,1.1534,2.0885,1.8014,1.2555,0.00016233,0.000010309,0.097967,0.014885,0.0096991
25.539,606000,0.0011135,0.053294,244.7,523.4,1.1551,2.0882,1.8028,1.2576,0.00016184,0.00001032,0.097848,0.01492,0.0096614
25.818,611000,0.0011143,0.05286,245.2,523.57,1.1568,2.0878,1.8042,1.2598,0.00016136,0.000010331,0.09773,0.014956,0.0096239
26.095,616000,0.0011152,0.052433,245.71,523.73,1.1584,2.0875,1.8056,1.2619,0.00016088,0.000010342,0.097613,0.014991,0.0095867
26.37,621000,0.0011161,0.052013,246.2,523.89,1.1601,2.0872,1.807,1.264,0.00016041,0.000010352,0.097497,0.015026,0.0095497
26.644,626000,0.001117,0.051599,246.7,524.05,1.1617,2.0868,1.8083,1.2661,0.00015994,0.000010363,0.097381,0.01506,0.009513
26.916,631000,0.0011178,0.051191,247.19,524.2,1.1633,2.0865,1.8097,1.2682,0.00015947,0.000010374,0.097266,0.015095,0.0094766
27.186,636000,0.0011187,0.050789,247.68,524.36,1.1649,2.0862,1.8111,1.2703,0.00015901,0.000010384,0.097152,0.01513,0.0094403
27.455,641000,0.0011196,0.050394,248.17,524.51,1.1665,2.0858,1.8125,1.2724,0.00015856,0.000010395,0.097039,0.015164,0.0094044
27.723,646000,0.0011204,0.050004,248.65,524.67,1.1681,2.0855,1.8138,1.2745,0.0001581,0.000010405,0.096926,0.015198,0.0093686
27.988,651000,0.0011213,0.04962,249.14,524.82,1.1697,2.0852,1.8152,1.2765,0.00015765,0.000010416,0.096814,0.015232,0.0093331
28.252,656000,0.0011222,0.049242,249.62,524.97,1.1713,2.0849,1.8166,1.2786,0.00015721,0.000010426,0.096703,0.015267,0.0092978
28.515,661000,0.001123,0.048869,250.1,525.12,1.1729,2.0845,1.818,1.2807,0.00015677,0.000010436,0.096592,0.0153,0.0092628
28.776,666000,0.0011239,0.048502,250.57,525.27,1.1744,2.0842,1.8193,1.2828,0.00015633,0.000010447,0.096482,0.015334,0.0092279
29.036,671000,0.0011247,0.04814,251.04,525.42,1.176,2.0839,1.8207,1.2848,0.00015589,0.000010457,0.096373,0.015368,0.0091933
29.294,676000,0.0011256,0.047783,251.51,525.56,1.1775,2.0836,1.822,1.2869,0.00015546,0.000010467,0.096265,0.015402,0.0091589
29.551,681000,0.0011264,0.047431,251.98,525.71,1.179,2.0833,1.8234,1.289,0.00015503,0.000010477,0.096157,0.015435,0.0091247
29.806,686000,0.0011273,0.047084,252.45,525.85,1.1805,2.083,1.8248,1.291,0.00015461,0.000010487,0.096049,0.015468,0.0090908
30.06,691000,0.0011281,0.046742,252.91,525.99,1.1821,2.0827,1.8261,1.2931,0.00015419,0.000010497,0.095943,0.015502,0.009057
30.312,696000,0.0011289,0.046405,253.37,526.13,1.1836,2.0824,1.8275,1.2952,0.00015377,0.000010508,0.095837,0.015535,0.0090234
30.564,701000,0.0011298,0.046072,253.83,526.28,1.1851,2.0821,1.8288,1.2972,0.00015336,0.000010517,0.095732,0.015568,0.0089901
30.813,706000,0.0011306,0.045744,254.29,526.41,1.1865,2.0818,1.8302,1.2993,0.00015295,0.000010527,0.095627,0.015601,0.0089569
31.062,711000,0.0011314,0.04542,254.75,526.55,1.188,2.0815,1.8316,1.3013,0.00015254,0.000010537,0.095523,0.015634,0.008924
31.309,716000,0.0011323,0.045101,255.2,526.69,1.1895,2.0812,1.8329,1.3034,0.00015213,0.000010547,0.095419,0.015666,0.0088912
31.555,721000,0.0011331,0.044786,255.65,526.83,1.191,2.0809,1.8343,1.3054,0.00015173,0.000010557,0.095316,0.015699,0.0088587
31.8,726000,0.0011339,0.044475,256.1,526.96,1.1924,2.0806,1.8356,1.3074,0.00015133,0.000010567,0.095214,0.015732,0.0088263
32.043,731000,0.0011348,0.044168,256.55,527.1,1.1939,2.0803,1.837,1.3095,0.00015094,0.000010576,0.095112,0.015764,0.0087941
32.285,736000,0.0011356,0.043865,256.99,527.23,1.1953,2.0801,1.8383,1.3115,0.00015055,0.000010586,0.095011,0.015797,0.0087621
32.526,741000,0.0011364,0.043566,257.44,527.36,1.1967,2.0798,1.8397,1.3135,0.00015016,0.000010596,0.09491,0.015829,0.0087303
32.766,746000,0.0011372,0.043271,257.88,527.49,1.1982,2.0795,1.841,1.3156,0.00014977,0.000010605,0.09481,0.015861,0.0086987
33.004,751000,0.0011381,0.04298,258.32,527.62,1.1996,2.0792,1.8423,1.3176,0.00014939,0.000010615,0.094711,0.015893,0.0086672
33.241,756000,0.0011389,0.042692,258.75,527.75,1.201,2.0789,1.8437,1.3196,0.00014901,0.000010625,0.094612,0.015925,0.0086359
33.477,761000,0.0011397,0.042408,259.19,527.88,1.2024,2.0787,1.845,1.3217,0.00014863,0.000010634,0.094513,0.015957,0.0086049
33.712,766000,0.0011405,0.042128,259.62,528.01,1.2038,2.0784,1.8464,1.3237,0.00014825,0.000010644,0.094415,0.015989,0.0085739
33.946,771000,0.0011413,0.041851,260.06,528.13,1.2052,2.0781,1.8477,1.3257,0.00014788,0.000010653,0.094318,0.016021,0.0085432
34.179,776000,0.0011421,0.041578,260.49,528.26,1.2066,2.0778,1.8491,1.3277,0.00014751,0.000010662,0.094221,0.016052,0.0085126
34.41,781000,0.0011429,0.041308,260.91,528.38,1.2079,2.0776,1.8504,1.3297,0.00014714,0.000010672,0.094124,0.016084,0.0084822
34.64,786000,0.0011437,0.041041,261.34,528.5,1.2093,2.0773,1.8518,1.3318,0.00014677,0.000010681,0.094028,0.016116,0.0084519
34.87,791000,0.0011445,0.040777,261.77,528.63,1.2107,2.077,1.8531,1.3338,0.00014641,0.00001069,0.093933,0.016147,0.0084218
35.098,796000,0.0011454,0.040517,262.19,528.75,1.212,2.0768,1.8544,1.3358,0.00014605,0.0000107,0.093838,0.016178,0.0083919
35.325,801000,0.0011462,0.04026,262.61,528.87,1.2134,2.0765,1.8558,1.3378,0.00014569,0.000010709,0.093744,0.01621,0.0083622
35.551,806000,0.001147,0.040006,263.03,528.99,1.2147,2.0762,1.8571,1.3398,0.00014534,0.000010718,0.09365,0.016241,0.0083326
35.776,811000,0.0011478,0.039755,263.45,529.11,1.216,2.076,1.8584,1.3418,0.00014498,0.000010727,0.093556,0.016272,0.0083031
36,816000,0.0011486,0.039507,263.86,529.23,1.2174,2.0757,1.8598,1.3438,0.00014463,0.000010737,0.093463,0.016303,0.0082738
36.223,821000,0.0011494,0.039261,264.28,529.34,1.2187,2.0755,1.8611,1.3458,0.00014428,0.000010746,0.093371,0.016334,0.0082447
36.445,826000,0.0011502,0.039019,264.69,529.46,1.22,2.0752,1.8625,1.3478,0.00014394,0.000010755,0.093279,0.016365,0.0082157
36.666,831000,0.0011509,0.03878,265.1,529.58,1.2213,2.075,1.8638,1.3499,0.00014359,0.000010764,0.093187,0.016396,0.0081869
36.886,836000,0.0011517,0.038543,265.51,529.69,1.2226,2.0747,1.8651,1.3519,0.00014325,0.000010773,0.093096,0.016427,0.0081582
37.105,841000,0.0011525,0.038309,265.92,529.8,1.2239,2.0745,1.8665,1.3539,0.00014291,0.000010782,0.093005,0.016458,0.0081296
37.322,846000,0.0011533,0.038077,266.33,529.92,1.2252,2.0742,1.8678,1.3559,0.00014258,0.000010791,0.092914,0.016489,0.0081012
37.539,851000,0.0011541,0.037848,266.73,530.03,1.2265,2.074,1.8691,1.3579,0.00014224,0.0000108,0.092825,0.016519,0.008073
37.755,856000,0.0011549,0.037622,267.14,530.14,1.2278,2.0737,1.8705,1.3599,0.00014191,0.000010809,0.092735,0.01655,0.0080449
37.971,861000,0.0011557,0.037398,267.54,530.25,1.229,2.0735,1.8718,1.3619,0.00014158,0.000010818,0.092646,0.01658,0.0080169
38.185,866000,0.0011565,0.037177,267.94,530.36,1.2303,2.0732,1.8732,1.3639,0.00014125,0.000010827,0.092557,0.016611,0.0079891
38.398,871000,0.0011573,0.036958,268.34,530.47,1.2316,2.073,1.8745,1.3659,0.00014092,0.000010835,0.092469,0.016641,0.0079614
38.61,876000,0.001158,0.036742,268.74,530.58,1.2328,2.0727,1.8758,1.3679,0.00014059,0.000010844,0.092381,0.016672,0.0079338
38.822,881000,0.0011588,0.036528,269.13,530.69,1.2341,2.0725,1.8772,1.3699,0.00014027,0.000010853,0.092294,0.016702,0.0079064
39.032,886000,0.0011596,0.036316,269.53,530.8,1.2353,2.0722,1.8785,1.3719,0.00013995,0.000010862,0.092207,0.016732,0.0078791
39.242,891000,0.0011604,0.036107,269.92,530.9,1.2366,2.072,1.8798,1.3738,0.00013963,0.000010871,0.09212,0.016762,0.0078519
39.45,896000,0.0011612,0.0359,270.32,531.01,1.2378,2.0718,1.8812,1.3758,0.00013931,0.000010879,0.092034,0.016792,0.0078249
39.658,901000,0.0011619,0.035695,270.71,531.11,1.239,2.0715,1.8825,1.3778,0.000139,0.000010888,0.091948,0.016822,0.007798
39.865,906000,0.0011627,0.035492,271.1,531.22,1.2403,2.0713,1.8839,1.3798,0.00013868,0.000010897,0.091863,0.016853,0.0077712
40.071,911000,0.0011635,0.035291,271.48,531.32,1.2415,2.0711,1.8852,1.3818,0.00013837,0.000010905,0.091778,0.016883,0.0077446
40.277,916000,0.0011643,0.035093,271.87,531.42,1.2427,2.0708,1.8865,1.3838,0.00013806,0.000010914,0.091693,0.016912,0.0077181
40.481,921000,0.0011651,0.034896,272.26,531.52,1.2439,2.0706,1.8879,1.3858,0.00013775,0.000010923,0.091609,0.016942,0.0076917
40.685,926000,0.0011658,0.034702,272.64,531.63,1.2451,2.0704,1.8892,1.3878,0.00013745,0.000010931,0.091525,0.016972,0.0076654
40.887,931000,0.0011666,0.03451,273.02,531.73,1.2463,2.0701,1.8905,1.3898,0.00013714,0.00001094,0.091441,0.017002,0.0076393
41.089,936000,0.0011674,0.034319,273.4,531.83,1.2475,2.0699,1.8919,1.3918,0.00013684,0.000010948,0.091358,0.017032,0.0076133
41.291,941000,0.0011681,0.034131,273.79,531.92,1.2487,2.0697,1.8932,1.3938,0.00013654,0.000010957,0.091275,0.017061,0.0075874
41.491,946000,0.0011689,0.033944,274.16,532.02,1.2499,2.0694,1.8946,1.3958,0.00013624,0.000010965,0.091192,0.017091,0.0075616
41.69,951000,0.0011697,0.03376,274.54,532.12,1.2511,2.0692,1.8959,1.3978,0.00013594,0.000010974,0.09111,0.017121,0.0075359
41.889,956000,0.0011704,0.033577,274.92,532.22,1.2523,2.069,1.8972,1.3998,0.00013564,0.000010982,0.091028,0.01715,0.0075104
42.087,961000,0.0011712,0.033396,275.29,532.31,1.2534,2.0688,1.8986,1.4018,0.00013535,0.000010991,0.090947,0.01718,0.0074849
42.284,966000,0.001172,0.033216,275.67,532.41,1.2546,2.0685,1.8999,1.4038,0.00013505,0.000010999,0.090866,0.017209,0.0074596
